education,race,gender,age,income
11.0,2.0,2.0,36.0,
6.0,4.0,1.0,13.0,
0.0,16.0,1.0,7.0,
0.0,16.0,1.0,1.0,
5.0,4.0,2.0,49.0,622.0
11.0,4.0,1.0,43.0,700.0
4.0,16.0,2.0,36.0,
1.0,16.0,2.0,9.0,
7.0,4.0,1.0,25.0,840.0
11.0,4.0,2.0,42.0,2030.0
,4.0,1.0,17.0,622.0
5.0,4.0,1.0,12.0,
11.0,16.0,1.0,52.0,650.0
4.0,4.0,2.0,75.0,1244.0
5.0,4.0,1.0,34.0,900.0
3.0,2.0,2.0,43.0,200.0
14.0,4.0,2.0,32.0,300.0
8.0,4.0,1.0,35.0,1500.0
3.0,4.0,2.0,10.0,
0.0,4.0,2.0,6.0,
11.0,4.0,1.0,22.0,622.0
11.0,4.0,2.0,21.0,
7.0,16.0,2.0,54.0,
11.0,16.0,1.0,27.0,3000.0
11.0,16.0,2.0,29.0,810.0
13.0,2.0,1.0,23.0,1800.0
1.0,4.0,1.0,7.0,
0.0,4.0,2.0,1.0,
9.0,4.0,1.0,19.0,700.0
11.0,16.0,2.0,23.0,1113.0
9.0,16.0,1.0,24.0,1500.0
0.0,16.0,1.0,3.0,
8.0,16.0,2.0,35.0,666.0
8.0,4.0,1.0,42.0,800.0
8.0,16.0,1.0,16.0,660.0
7.0,4.0,2.0,14.0,
6.0,4.0,1.0,13.0,30.0
0.0,16.0,1.0,8.0,
11.0,4.0,1.0,39.0,1800.0
11.0,16.0,2.0,37.0,
4.0,16.0,1.0,12.0,
0.0,16.0,2.0,3.0,
11.0,4.0,1.0,59.0,1244.0
5.0,4.0,1.0,14.0,
9.0,4.0,2.0,20.0,720.0
0.0,4.0,2.0,4.0,
0.0,4.0,2.0,2.0,
11.0,16.0,1.0,24.0,1200.0
8.0,4.0,2.0,22.0,
0.0,16.0,2.0,0.0,
3.0,4.0,2.0,64.0,622.0
0.0,4.0,1.0,96.0,622.0
9.0,4.0,1.0,25.0,
0.0,4.0,2.0,6.0,
14.0,4.0,1.0,30.0,1100.0
11.0,16.0,2.0,28.0,787.0
3.0,16.0,2.0,12.0,
3.0,4.0,1.0,10.0,
1.0,16.0,1.0,8.0,
8.0,4.0,1.0,71.0,622.0
11.0,4.0,1.0,55.0,4000.0
11.0,4.0,2.0,47.0,4000.0
15.0,4.0,2.0,28.0,
2.0,4.0,1.0,9.0,
11.0,4.0,1.0,31.0,1280.0
11.0,4.0,2.0,26.0,
2.0,4.0,1.0,10.0,
0.0,4.0,2.0,7.0,
2.0,4.0,1.0,14.0,
2.0,4.0,2.0,13.0,
11.0,4.0,1.0,55.0,1500.0
5.0,4.0,1.0,63.0,1000.0
7.0,4.0,2.0,48.0,
7.0,4.0,1.0,13.0,
4.0,4.0,2.0,89.0,622.0
0.0,4.0,2.0,67.0,
6.0,4.0,1.0,18.0,1000.0
6.0,4.0,2.0,20.0,234.0
0.0,4.0,2.0,3.0,
0.0,4.0,1.0,2.0,
9.0,16.0,2.0,33.0,760.0
8.0,2.0,1.0,32.0,900.0
8.0,4.0,2.0,14.0,
7.0,4.0,2.0,13.0,
3.0,4.0,2.0,9.0,
15.0,4.0,1.0,31.0,3500.0
9.0,16.0,2.0,20.0,
3.0,16.0,2.0,11.0,
11.0,4.0,1.0,25.0,715.0
11.0,4.0,1.0,21.0,680.0
10.0,4.0,1.0,33.0,900.0
10.0,4.0,2.0,37.0,600.0
8.0,4.0,2.0,20.0,772.0
0.0,4.0,2.0,2.0,
11.0,8.0,2.0,29.0,1200.0
11.0,16.0,1.0,30.0,990.0
0.0,16.0,1.0,5.0,
0.0,16.0,2.0,4.0,
0.0,16.0,1.0,2.0,
11.0,16.0,2.0,27.0,550.0
11.0,16.0,1.0,76.0,622.0
0.0,16.0,1.0,43.0,622.0
0.0,4.0,1.0,56.0,2200.0
10.0,2.0,2.0,47.0,1500.0
11.0,4.0,1.0,41.0,1800.0
11.0,4.0,2.0,46.0,950.0
5.0,4.0,1.0,12.0,
10.0,16.0,2.0,20.0,
9.0,4.0,1.0,19.0,200.0
0.0,4.0,1.0,2.0,
8.0,4.0,1.0,23.0,700.0
8.0,4.0,2.0,20.0,
0.0,4.0,1.0,1.0,
11.0,4.0,2.0,22.0,966.0
11.0,8.0,2.0,25.0,685.0
11.0,16.0,2.0,34.0,1000.0
8.0,16.0,1.0,29.0,1000.0
8.0,16.0,2.0,15.0,
1.0,16.0,1.0,7.0,
11.0,16.0,2.0,56.0,250.0
11.0,16.0,1.0,26.0,250.0
11.0,4.0,2.0,22.0,700.0
11.0,4.0,1.0,28.0,1000.0
4.0,16.0,2.0,9.0,
1.0,16.0,2.0,6.0,
0.0,16.0,2.0,74.0,
11.0,4.0,2.0,55.0,250.0
11.0,4.0,2.0,50.0,300.0
11.0,4.0,1.0,44.0,250.0
11.0,2.0,1.0,29.0,
9.0,2.0,1.0,41.0,800.0
8.0,16.0,2.0,41.0,1200.0
11.0,4.0,2.0,21.0,622.0
11.0,4.0,2.0,17.0,
7.0,16.0,1.0,22.0,870.0
8.0,2.0,2.0,22.0,664.0
0.0,4.0,1.0,3.0,
0.0,4.0,1.0,1.0,
8.0,4.0,2.0,45.0,800.0
11.0,4.0,1.0,38.0,7000.0
12.0,16.0,1.0,20.0,2200.0
3.0,4.0,1.0,12.0,
11.0,16.0,2.0,23.0,1000.0
0.0,16.0,2.0,6.0,
8.0,16.0,2.0,38.0,500.0
11.0,4.0,1.0,50.0,1715.0
11.0,2.0,2.0,46.0,800.0
6.0,2.0,1.0,15.0,
8.0,4.0,1.0,39.0,890.0
15.0,4.0,2.0,35.0,622.0
3.0,4.0,1.0,9.0,
8.0,4.0,1.0,47.0,12000.0
2.0,2.0,2.0,75.0,1500.0
11.0,4.0,1.0,27.0,860.0
0.0,2.0,2.0,3.0,
11.0,4.0,2.0,44.0,622.0
11.0,4.0,1.0,46.0,1500.0
11.0,4.0,1.0,33.0,900.0
7.0,16.0,2.0,40.0,
11.0,4.0,1.0,33.0,1180.0
10.0,4.0,2.0,22.0,
8.0,4.0,2.0,56.0,
7.0,4.0,1.0,40.0,1450.0
11.0,4.0,2.0,36.0,500.0
9.0,4.0,2.0,16.0,
9.0,4.0,2.0,15.0,
6.0,4.0,2.0,12.0,
11.0,4.0,1.0,48.0,1300.0
8.0,4.0,2.0,39.0,852.0
11.0,4.0,1.0,19.0,
5.0,4.0,1.0,14.0,
11.0,16.0,1.0,49.0,800.0
0.0,4.0,2.0,36.0,622.0
0.0,2.0,2.0,18.0,622.0
9.0,2.0,2.0,14.0,102.0
0.0,16.0,2.0,2.0,
11.0,4.0,1.0,32.0,1200.0
0.0,4.0,2.0,22.0,
0.0,16.0,2.0,4.0,
0.0,4.0,2.0,3.0,
0.0,16.0,1.0,1.0,
8.0,4.0,1.0,56.0,2600.0
4.0,4.0,2.0,54.0,
6.0,16.0,2.0,12.0,
7.0,16.0,1.0,46.0,1500.0
11.0,4.0,2.0,35.0,
12.0,16.0,2.0,19.0,
7.0,16.0,1.0,15.0,
7.0,16.0,1.0,14.0,
15.0,4.0,1.0,48.0,9300.0
0.0,4.0,2.0,85.0,
11.0,4.0,2.0,58.0,800.0
13.0,4.0,1.0,32.0,
6.0,4.0,1.0,30.0,
7.0,4.0,2.0,22.0,176.0
1.0,4.0,2.0,8.0,
0.0,4.0,1.0,5.0,
0.0,4.0,1.0,2.0,
0.0,4.0,1.0,0.0,
0.0,4.0,1.0,48.0,2350.0
11.0,4.0,2.0,35.0,
6.0,4.0,2.0,13.0,
2.0,4.0,1.0,7.0,
11.0,4.0,2.0,38.0,500.0
6.0,4.0,2.0,16.0,
1.0,16.0,2.0,9.0,
11.0,4.0,2.0,21.0,622.0
11.0,4.0,2.0,22.0,800.0
0.0,4.0,1.0,6.0,
8.0,4.0,2.0,40.0,400.0
11.0,16.0,2.0,18.0,800.0
4.0,4.0,1.0,9.0,
0.0,16.0,2.0,6.0,
11.0,16.0,1.0,47.0,1200.0
0.0,4.0,2.0,24.0,
1.0,4.0,2.0,7.0,
0.0,16.0,1.0,1.0,
11.0,4.0,1.0,40.0,2500.0
8.0,4.0,2.0,55.0,
8.0,4.0,2.0,20.0,
3.0,4.0,1.0,70.0,2488.0
4.0,4.0,2.0,45.0,
12.0,16.0,1.0,19.0,
6.0,16.0,1.0,12.0,
8.0,1.0,2.0,50.0,850.0
15.0,2.0,2.0,24.0,
7.0,4.0,1.0,34.0,800.0
11.0,4.0,1.0,40.0,1000.0
6.0,4.0,1.0,41.0,1400.0
10.0,16.0,2.0,28.0,134.0
3.0,4.0,2.0,10.0,
0.0,16.0,1.0,4.0,
11.0,16.0,1.0,52.0,2700.0
11.0,4.0,2.0,47.0,900.0
12.0,16.0,1.0,19.0,
10.0,4.0,2.0,17.0,
3.0,16.0,1.0,57.0,400.0
8.0,4.0,2.0,47.0,400.0
9.0,4.0,1.0,17.0,
11.0,16.0,2.0,40.0,2160.0
11.0,4.0,1.0,17.0,500.0
6.0,4.0,1.0,13.0,
11.0,4.0,1.0,44.0,1300.0
11.0,4.0,2.0,39.0,600.0
11.0,4.0,1.0,18.0,850.0
10.0,4.0,1.0,17.0,
2.0,4.0,1.0,53.0,600.0
7.0,4.0,2.0,62.0,720.0
15.0,4.0,2.0,30.0,700.0
11.0,16.0,1.0,27.0,
7.0,4.0,1.0,18.0,
8.0,16.0,2.0,64.0,180.0
6.0,4.0,2.0,99.0,622.0
8.0,16.0,1.0,63.0,
8.0,4.0,1.0,31.0,1135.0
3.0,16.0,1.0,12.0,
2.0,4.0,1.0,10.0,336.0
0.0,16.0,1.0,5.0,
11.0,4.0,1.0,31.0,900.0
11.0,4.0,2.0,40.0,1100.0
4.0,4.0,1.0,11.0,
3.0,4.0,1.0,10.0,
7.0,4.0,1.0,32.0,
11.0,4.0,2.0,31.0,360.0
5.0,4.0,2.0,12.0,
4.0,4.0,2.0,9.0,
1.0,4.0,1.0,8.0,
0.0,4.0,1.0,2.0,
1.0,4.0,1.0,70.0,622.0
3.0,4.0,2.0,67.0,622.0
10.0,16.0,1.0,22.0,
9.0,16.0,2.0,21.0,
11.0,16.0,2.0,35.0,
12.0,4.0,2.0,19.0,
11.0,2.0,1.0,52.0,680.0
11.0,2.0,2.0,51.0,680.0
0.0,2.0,2.0,30.0,622.0
11.0,2.0,1.0,28.0,800.0
11.0,2.0,1.0,26.0,650.0
11.0,4.0,2.0,27.0,300.0
11.0,4.0,1.0,28.0,1200.0
0.0,4.0,2.0,5.0,
11.0,2.0,2.0,33.0,111.0
11.0,4.0,1.0,39.0,900.0
8.0,4.0,1.0,18.0,
11.0,4.0,1.0,20.0,622.0
11.0,4.0,2.0,21.0,
0.0,4.0,2.0,3.0,
11.0,8.0,1.0,22.0,1600.0
5.0,2.0,2.0,34.0,90.0
8.0,2.0,1.0,20.0,
11.0,16.0,2.0,34.0,
6.0,4.0,2.0,12.0,300.0
1.0,4.0,2.0,8.0,
11.0,4.0,1.0,33.0,2100.0
11.0,16.0,2.0,24.0,
0.0,2.0,2.0,57.0,
11.0,4.0,1.0,36.0,622.0
11.0,4.0,2.0,26.0,622.0
0.0,4.0,2.0,4.0,
4.0,4.0,2.0,36.0,65.0
9.0,4.0,2.0,17.0,
11.0,4.0,1.0,19.0,1450.0
11.0,4.0,2.0,20.0,
0.0,16.0,2.0,0.0,
11.0,4.0,1.0,46.0,950.0
11.0,4.0,2.0,48.0,
14.0,4.0,1.0,24.0,
13.0,4.0,1.0,20.0,1100.0
8.0,4.0,2.0,25.0,32.0
8.0,4.0,1.0,32.0,822.0
1.0,4.0,1.0,7.0,
3.0,4.0,2.0,53.0,622.0
5.0,4.0,1.0,57.0,2500.0
4.0,4.0,2.0,12.0,100.0
11.0,16.0,2.0,29.0,134.0
0.0,4.0,1.0,4.0,
0.0,4.0,2.0,3.0,
11.0,4.0,1.0,34.0,635.0
2.0,4.0,2.0,44.0,
11.0,16.0,1.0,53.0,1200.0
0.0,16.0,2.0,31.0,
8.0,4.0,1.0,40.0,1000.0
9.0,4.0,2.0,38.0,
8.0,4.0,1.0,15.0,
2.0,4.0,1.0,8.0,
11.0,4.0,1.0,56.0,622.0
11.0,4.0,2.0,53.0,
15.0,4.0,1.0,38.0,
0.0,16.0,1.0,2.0,
15.0,16.0,2.0,33.0,
4.0,2.0,2.0,11.0,
0.0,4.0,1.0,42.0,2460.0
11.0,4.0,2.0,42.0,
5.0,4.0,1.0,12.0,
0.0,4.0,2.0,21.0,788.0
0.0,16.0,2.0,6.0,
0.0,4.0,1.0,2.0,
0.0,16.0,2.0,0.0,
12.0,4.0,2.0,37.0,622.0
12.0,4.0,1.0,36.0,850.0
7.0,4.0,2.0,36.0,726.0
4.0,4.0,1.0,11.0,
2.0,4.0,1.0,10.0,
1.0,4.0,1.0,9.0,
2.0,4.0,2.0,59.0,
4.0,4.0,1.0,59.0,1000.0
12.0,4.0,1.0,26.0,860.0
13.0,4.0,1.0,26.0,860.0
10.0,4.0,1.0,16.0,150.0
0.0,4.0,1.0,9.0,
11.0,4.0,2.0,39.0,784.0
9.0,4.0,1.0,46.0,1500.0
6.0,4.0,1.0,23.0,
7.0,4.0,1.0,21.0,
7.0,4.0,1.0,16.0,
7.0,4.0,1.0,42.0,
10.0,4.0,2.0,19.0,
0.0,4.0,2.0,0.0,
11.0,4.0,2.0,29.0,64.0
11.0,4.0,1.0,40.0,1200.0
0.0,4.0,1.0,6.0,
0.0,4.0,2.0,2.0,
11.0,16.0,1.0,32.0,800.0
11.0,2.0,2.0,29.0,896.0
4.0,2.0,2.0,12.0,
1.0,2.0,2.0,8.0,
0.0,2.0,1.0,3.0,
5.0,4.0,2.0,68.0,872.0
6.0,4.0,1.0,40.0,622.0
3.0,4.0,1.0,52.0,
7.0,4.0,1.0,15.0,
11.0,4.0,2.0,23.0,850.0
9.0,4.0,1.0,25.0,900.0
0.0,4.0,1.0,6.0,
11.0,4.0,1.0,31.0,800.0
11.0,4.0,2.0,28.0,
0.0,4.0,1.0,50.0,560.0
7.0,4.0,2.0,39.0,320.0
1.0,16.0,2.0,7.0,
6.0,16.0,1.0,31.0,622.0
11.0,4.0,2.0,31.0,1250.0
6.0,4.0,1.0,13.0,
4.0,1.0,1.0,10.0,
1.0,4.0,2.0,7.0,
11.0,4.0,1.0,23.0,250.0
7.0,4.0,2.0,50.0,500.0
11.0,4.0,2.0,25.0,622.0
11.0,4.0,2.0,21.0,
9.0,4.0,2.0,18.0,
11.0,4.0,1.0,41.0,4500.0
11.0,1.0,2.0,40.0,
10.0,16.0,2.0,15.0,300.0
7.0,16.0,1.0,13.0,
11.0,4.0,2.0,33.0,
7.0,4.0,1.0,15.0,75.0
0.0,4.0,1.0,9.0,
11.0,4.0,2.0,44.0,1415.0
11.0,4.0,1.0,21.0,
1.0,4.0,1.0,75.0,670.0
3.0,4.0,2.0,10.0,
15.0,16.0,1.0,42.0,
6.0,4.0,1.0,53.0,1700.0
11.0,4.0,2.0,49.0,
11.0,4.0,1.0,27.0,622.0
11.0,4.0,1.0,20.0,900.0
0.0,16.0,1.0,52.0,
9.0,2.0,2.0,28.0,
0.0,4.0,1.0,8.0,
0.0,16.0,2.0,6.0,
0.0,16.0,2.0,4.0,
0.0,16.0,2.0,0.0,
0.0,16.0,2.0,0.0,
11.0,8.0,2.0,60.0,300.0
12.0,2.0,2.0,29.0,
3.0,4.0,2.0,49.0,700.0
11.0,4.0,2.0,19.0,
11.0,4.0,2.0,37.0,650.0
11.0,16.0,1.0,35.0,1000.0
6.0,4.0,1.0,45.0,
11.0,4.0,2.0,45.0,1200.0
7.0,4.0,1.0,17.0,622.0
8.0,4.0,2.0,28.0,
11.0,4.0,2.0,23.0,
0.0,4.0,1.0,5.0,
4.0,4.0,2.0,52.0,1200.0
7.0,4.0,1.0,28.0,622.0
11.0,4.0,2.0,26.0,764.0
0.0,4.0,1.0,8.0,
0.0,4.0,1.0,1.0,
0.0,16.0,1.0,60.0,900.0
4.0,16.0,2.0,41.0,172.0
6.0,4.0,1.0,16.0,
7.0,16.0,2.0,15.0,
0.0,16.0,2.0,6.0,
10.0,4.0,1.0,24.0,1200.0
6.0,4.0,2.0,24.0,32.0
0.0,4.0,2.0,5.0,
0.0,4.0,1.0,2.0,
0.0,4.0,2.0,61.0,622.0
0.0,4.0,1.0,18.0,
2.0,4.0,1.0,14.0,
11.0,4.0,2.0,30.0,622.0
8.0,4.0,1.0,45.0,1800.0
1.0,16.0,1.0,10.0,
0.0,16.0,1.0,2.0,
3.0,4.0,2.0,43.0,
11.0,4.0,1.0,30.0,1500.0
11.0,16.0,2.0,21.0,
11.0,4.0,1.0,32.0,
8.0,4.0,2.0,27.0,
0.0,4.0,1.0,5.0,
0.0,4.0,1.0,83.0,622.0
0.0,16.0,2.0,82.0,622.0
11.0,4.0,1.0,56.0,3000.0
11.0,16.0,2.0,43.0,
7.0,4.0,1.0,14.0,
0.0,4.0,2.0,2.0,
8.0,4.0,1.0,57.0,
5.0,16.0,2.0,50.0,
12.0,16.0,2.0,21.0,
7.0,4.0,1.0,16.0,
10.0,4.0,1.0,24.0,
6.0,4.0,2.0,31.0,
4.0,4.0,1.0,13.0,
5.0,4.0,2.0,42.0,622.0
12.0,16.0,1.0,48.0,800.0
11.0,4.0,1.0,20.0,
4.0,4.0,1.0,53.0,2500.0
3.0,4.0,2.0,48.0,
0.0,4.0,1.0,84.0,673.0
11.0,4.0,2.0,46.0,
11.0,16.0,2.0,25.0,800.0
5.0,4.0,2.0,13.0,
0.0,4.0,1.0,2.0,
11.0,16.0,2.0,24.0,622.0
11.0,4.0,1.0,31.0,
0.0,4.0,1.0,70.0,622.0
4.0,4.0,1.0,52.0,
11.0,4.0,2.0,46.0,950.0
5.0,1.0,2.0,33.0,622.0
5.0,16.0,2.0,13.0,
2.0,4.0,2.0,10.0,
2.0,4.0,2.0,43.0,
11.0,16.0,1.0,36.0,
10.0,16.0,1.0,24.0,
10.0,16.0,2.0,19.0,
5.0,16.0,2.0,41.0,685.0
7.0,16.0,2.0,14.0,
0.0,16.0,1.0,7.0,
3.0,4.0,2.0,64.0,622.0
7.0,16.0,2.0,13.0,
0.0,16.0,1.0,65.0,100.0
5.0,2.0,1.0,30.0,3000.0
9.0,16.0,2.0,31.0,130.0
2.0,4.0,2.0,9.0,
0.0,16.0,1.0,2.0,
4.0,4.0,1.0,49.0,622.0
7.0,4.0,2.0,44.0,622.0
11.0,16.0,1.0,26.0,
5.0,4.0,1.0,17.0,
7.0,4.0,1.0,16.0,
10.0,4.0,1.0,50.0,1700.0
12.0,4.0,2.0,46.0,1500.0
11.0,4.0,1.0,19.0,622.0
8.0,4.0,1.0,16.0,
1.0,4.0,1.0,45.0,
5.0,4.0,2.0,43.0,120.0
5.0,4.0,1.0,20.0,800.0
0.0,4.0,1.0,7.0,
11.0,16.0,1.0,22.0,800.0
11.0,4.0,1.0,21.0,
8.0,16.0,1.0,16.0,
4.0,4.0,1.0,48.0,
3.0,4.0,2.0,67.0,622.0
11.0,4.0,2.0,34.0,134.0
11.0,4.0,1.0,35.0,622.0
2.0,4.0,1.0,9.0,
0.0,4.0,1.0,6.0,
10.0,4.0,1.0,20.0,1200.0
5.0,16.0,2.0,33.0,
6.0,4.0,1.0,41.0,700.0
1.0,16.0,2.0,12.0,
2.0,4.0,1.0,11.0,
1.0,4.0,2.0,9.0,
0.0,16.0,2.0,6.0,
0.0,4.0,2.0,4.0,
11.0,4.0,1.0,35.0,
4.0,4.0,1.0,43.0,1800.0
5.0,4.0,2.0,44.0,234.0
7.0,4.0,1.0,17.0,350.0
2.0,2.0,2.0,12.0,
2.0,2.0,2.0,10.0,
6.0,2.0,1.0,42.0,1200.0
11.0,4.0,2.0,38.0,
10.0,4.0,1.0,18.0,
6.0,2.0,2.0,13.0,
2.0,4.0,2.0,66.0,622.0
11.0,4.0,2.0,41.0,
11.0,4.0,1.0,33.0,700.0
11.0,4.0,2.0,30.0,
11.0,4.0,1.0,29.0,700.0
11.0,4.0,2.0,35.0,32.0
0.0,4.0,2.0,2.0,
5.0,4.0,1.0,43.0,1050.0
8.0,4.0,2.0,36.0,
9.0,4.0,1.0,16.0,130.0
4.0,4.0,1.0,61.0,800.0
4.0,4.0,2.0,59.0,
13.0,16.0,1.0,25.0,2500.0
15.0,4.0,1.0,31.0,8000.0
11.0,16.0,2.0,22.0,
0.0,16.0,1.0,0.0,
11.0,16.0,2.0,27.0,1500.0
11.0,2.0,1.0,33.0,5000.0
0.0,16.0,1.0,6.0,
0.0,2.0,1.0,2.0,
0.0,2.0,1.0,2.0,
4.0,16.0,1.0,12.0,
10.0,16.0,2.0,38.0,1000.0
12.0,4.0,1.0,42.0,1000.0
11.0,4.0,1.0,38.0,2500.0
11.0,4.0,2.0,37.0,1500.0
6.0,4.0,2.0,13.0,
6.0,4.0,2.0,26.0,500.0
15.0,4.0,1.0,36.0,4000.0
11.0,4.0,2.0,37.0,
0.0,16.0,1.0,0.0,
8.0,4.0,1.0,42.0,2000.0
4.0,4.0,2.0,43.0,
11.0,4.0,1.0,25.0,622.0
9.0,4.0,1.0,18.0,
7.0,4.0,1.0,14.0,
8.0,4.0,1.0,48.0,1700.0
11.0,4.0,2.0,48.0,
10.0,4.0,2.0,17.0,
8.0,16.0,1.0,54.0,3000.0
8.0,16.0,2.0,52.0,
15.0,4.0,2.0,37.0,
11.0,4.0,1.0,34.0,800.0
14.0,16.0,2.0,29.0,
0.0,16.0,1.0,2.0,
11.0,16.0,1.0,49.0,1000.0
11.0,4.0,2.0,36.0,934.0
3.0,16.0,1.0,11.0,
4.0,16.0,1.0,11.0,
4.0,4.0,2.0,67.0,622.0
10.0,4.0,1.0,41.0,1000.0
8.0,4.0,1.0,52.0,622.0
2.0,4.0,2.0,77.0,622.0
11.0,4.0,1.0,42.0,
2.0,4.0,2.0,10.0,
0.0,4.0,2.0,19.0,
0.0,4.0,1.0,2.0,
11.0,4.0,2.0,55.0,622.0
11.0,4.0,1.0,22.0,622.0
10.0,4.0,2.0,19.0,622.0
0.0,4.0,2.0,4.0,
0.0,4.0,2.0,3.0,
0.0,4.0,2.0,1.0,
0.0,4.0,1.0,78.0,622.0
0.0,4.0,2.0,74.0,622.0
10.0,4.0,2.0,22.0,300.0
12.0,2.0,1.0,32.0,955.0
9.0,4.0,1.0,20.0,655.0
8.0,4.0,2.0,29.0,725.0
0.0,4.0,1.0,5.0,
8.0,4.0,1.0,56.0,1000.0
12.0,2.0,1.0,21.0,900.0
11.0,4.0,2.0,40.0,900.0
8.0,16.0,2.0,20.0,
9.0,4.0,2.0,18.0,622.0
0.0,4.0,1.0,0.0,
0.0,4.0,1.0,57.0,622.0
8.0,4.0,2.0,59.0,60.0
11.0,4.0,1.0,38.0,1582.0
0.0,4.0,1.0,14.0,
2.0,4.0,2.0,10.0,
7.0,2.0,2.0,33.0,140.0
5.0,2.0,1.0,40.0,743.0
7.0,2.0,2.0,19.0,
7.0,2.0,2.0,17.0,
4.0,2.0,1.0,15.0,
0.0,2.0,2.0,65.0,622.0
0.0,2.0,1.0,2.0,
0.0,2.0,1.0,0.0,
3.0,4.0,2.0,38.0,622.0
11.0,4.0,1.0,33.0,700.0
11.0,4.0,1.0,21.0,622.0
0.0,4.0,2.0,14.0,
5.0,4.0,2.0,12.0,
11.0,4.0,1.0,62.0,1000.0
10.0,4.0,2.0,37.0,660.0
9.0,4.0,2.0,16.0,
8.0,4.0,1.0,14.0,
0.0,4.0,1.0,0.0,
6.0,4.0,2.0,32.0,722.0
8.0,4.0,2.0,17.0,
7.0,4.0,2.0,15.0,
5.0,4.0,2.0,13.0,
0.0,4.0,2.0,6.0,
15.0,16.0,2.0,40.0,3000.0
15.0,4.0,1.0,38.0,2000.0
0.0,16.0,2.0,5.0,
11.0,16.0,2.0,82.0,
11.0,16.0,2.0,47.0,622.0
3.0,4.0,2.0,47.0,333.0
8.0,4.0,1.0,19.0,300.0
3.0,16.0,1.0,17.0,500.0
1.0,4.0,1.0,11.0,
1.0,4.0,2.0,9.0,
9.0,2.0,1.0,39.0,2500.0
11.0,4.0,2.0,39.0,800.0
12.0,1.0,1.0,19.0,1048.0
10.0,4.0,2.0,15.0,
8.0,4.0,1.0,13.0,
4.0,16.0,1.0,28.0,300.0
12.0,4.0,2.0,36.0,130.0
8.0,4.0,1.0,58.0,2300.0
5.0,4.0,1.0,10.0,
2.0,4.0,2.0,10.0,
12.0,4.0,1.0,20.0,622.0
3.0,4.0,1.0,43.0,400.0
9.0,16.0,2.0,39.0,1000.0
11.0,16.0,2.0,24.0,800.0
3.0,4.0,1.0,38.0,
3.0,4.0,2.0,30.0,386.0
1.0,4.0,1.0,12.0,
1.0,16.0,2.0,10.0,
0.0,4.0,2.0,6.0,
0.0,16.0,1.0,2.0,
11.0,8.0,2.0,23.0,800.0
12.0,4.0,1.0,30.0,1600.0
0.0,4.0,1.0,5.0,
12.0,4.0,2.0,30.0,102.0
12.0,16.0,1.0,29.0,2400.0
1.0,4.0,1.0,9.0,
5.0,4.0,2.0,43.0,622.0
2.0,4.0,1.0,58.0,
5.0,4.0,1.0,15.0,
12.0,4.0,1.0,28.0,622.0
6.0,4.0,2.0,29.0,130.0
0.0,16.0,1.0,4.0,
0.0,16.0,1.0,2.0,
11.0,4.0,2.0,19.0,600.0
12.0,4.0,1.0,24.0,622.0
12.0,4.0,2.0,31.0,
12.0,4.0,1.0,27.0,950.0
11.0,4.0,1.0,23.0,1300.0
12.0,4.0,2.0,22.0,
12.0,16.0,1.0,29.0,1600.0
9.0,4.0,1.0,24.0,800.0
12.0,4.0,2.0,28.0,110.0
1.0,4.0,2.0,8.0,
0.0,16.0,1.0,2.0,
6.0,4.0,1.0,26.0,700.0
12.0,4.0,2.0,22.0,64.0
0.0,16.0,2.0,7.0,
0.0,16.0,2.0,2.0,
8.0,4.0,2.0,65.0,622.0
5.0,4.0,1.0,33.0,2000.0
0.0,4.0,1.0,91.0,622.0
11.0,4.0,1.0,53.0,1000.0
11.0,4.0,2.0,45.0,20.0
6.0,4.0,2.0,14.0,
7.0,4.0,2.0,22.0,60.0
5.0,4.0,1.0,27.0,622.0
0.0,4.0,2.0,5.0,
0.0,4.0,1.0,3.0,
4.0,4.0,1.0,41.0,
8.0,4.0,2.0,42.0,1484.0
6.0,4.0,1.0,15.0,
3.0,4.0,1.0,12.0,
11.0,4.0,1.0,53.0,3000.0
5.0,16.0,2.0,46.0,
11.0,4.0,2.0,23.0,600.0
11.0,16.0,2.0,22.0,500.0
4.0,4.0,2.0,13.0,
11.0,4.0,1.0,35.0,1200.0
5.0,16.0,2.0,33.0,835.0
8.0,16.0,2.0,16.0,
11.0,4.0,1.0,30.0,800.0
11.0,4.0,2.0,26.0,200.0
0.0,2.0,2.0,7.0,
11.0,4.0,1.0,29.0,850.0
11.0,2.0,2.0,31.0,800.0
11.0,4.0,1.0,30.0,900.0
5.0,4.0,2.0,10.0,
0.0,4.0,1.0,1.0,
2.0,2.0,1.0,32.0,500.0
11.0,2.0,2.0,20.0,100.0
0.0,16.0,1.0,3.0,
0.0,2.0,2.0,2.0,
0.0,2.0,2.0,0.0,
11.0,4.0,1.0,32.0,820.0
8.0,16.0,2.0,28.0,
3.0,4.0,1.0,9.0,
2.0,16.0,2.0,8.0,
11.0,4.0,2.0,31.0,
14.0,4.0,1.0,25.0,1000.0
0.0,4.0,2.0,2.0,
0.0,16.0,2.0,0.0,
6.0,4.0,2.0,18.0,
9.0,4.0,1.0,21.0,800.0
0.0,4.0,2.0,1.0,
0.0,4.0,2.0,42.0,
0.0,4.0,2.0,15.0,
0.0,4.0,1.0,2.0,
8.0,4.0,1.0,35.0,860.0
10.0,16.0,2.0,39.0,1400.0
9.0,4.0,2.0,25.0,820.0
